UNITID,INSTNM,CITY,STABBR,ZIP,AccredAgency,INSTURL,NPCURL,sch_deg,HCM2,LATITUDE,LONGITUDE,CCSIZSET,ADM_RATE
140331,Chattahoochee Technical College,Marietta,GA,30060,Southern Association of Colleges and Schools Commission on Colleges | Council on Occupational Education,www.chattahoocheetech.edu,www.chattahoocheetech.edu/npcalc/,Null,0,33.9291,-84.5525,4,0.0
